Title,Authors,Publication date,Keywords,Abstract,Highlights,Url,Doi
Transcriptomic effect marker patterns of genotoxins — a comparative study with literature data,"Katrin Kreuzer, Falko Frenzel, Alfonso Lampen, Albert Braeuning, Linda Böhmert",2019-12,aflatoxin; benzo[a]pyrene; biomarker; gene expression; HepaRG cells; hepatotoxicity; microarray; toxicogenomics,"Microarray approaches are frequently used experimental tools which have proven their value for example in the characterization of the molecular mode of action of toxicologically relevant compounds. In a regulatory context, omics techniques are still not routinely used, amongst others due to lacking standardization in experimental setup and data processing, and also due to issues with the definition of adversity. In order to exemplarily determine whether consensus transcript biomarker signatures for a certain toxicological endpoint can be derived from published microarray datasets, we here compared transcriptome data from human HepaRG hepatocarcinoma cells treated with different genotoxins, based on re-analyzed datasets extracted from the literature. Comparison of the resulting data show that even with similarly-acting compounds in the same cell line, considerable variation was observed with respect to the numbers and identities of differentially expressed genes. Greater concordance was observed when considering the whole data sets and biological functions associated with the genes affected. The present results highlight difficulties and possibilities in inter-experiment comparisons of omics data and underpin the need for future efforts towards improved standardization to facilitate the use of omics data in risk assessment. Existing omics datasets may nonetheless prove valuable in establishing biological context information essential for the development of adverse outcome pathways.",,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jat.3928,https://doi.org/10.1002/jat.3928
Pesticides with potential Thyroid Hormone-Disrupting Effects: A review of recent data,"Michelle Leemans, Stephan Couderq, Barbara Demeneix and Jean-Baptiste Fini ",2019-12,"thyroid hormones, pesticides, endocrine disruptors, organochlorine, organophosphates, pyrethroids, neonicotinoids, neurodevelopment","Plant Protection Products, more commonly referred to as pesticides and biocides, are used to control a wide range of yield-reducing pests including insects, fungi, nematodes, and weeds. Concern has been raised that some pesticides may act as endocrine disrupting chemicals (EDCs) with the potential to interfere with the hormone systems of non-target invertebrates and vertebrates, including humans. EDCs act at low doses and particularly vulnerable periods of exposure include pre- and perinatal development. Of critical concern is the number of pesticides with the potential to interfere with the developing nervous system and brain, notably with thyroid hormone signaling. Across vertebrates, thyroid hormone orchestrates metamorphosis, brain development, and metabolism. Pesticide action on thyroid homeostasis can involve interference with TH production and its control, displacement from distributor proteins and liver metabolism. Here we focused on thyroid endpoints for each of the different classes of pesticides reviewing epidemiological and experimental studies carried out both in in vivo and in vitro. We conclude first, that many pesticides were placed on the market with insufficient testing, other than acute or chronic toxicity, and second, that thyroid-specific endpoints for neurodevelopmental effects and mixture assessment are largely absent from regulatory directives.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915086/,https://doi.org/10.3389/fendo.2019.00743
Statement on advancing the assessment of chemical mixtures and their risks for human health and the environment,"Elina Drakvik, Rolf Altenburger, Yasunobu Aoki, Thomas Backhause, Tina Bahadori, Robert Barouki, Werner Brack, Mark T.D. Cronin, Barbara Demeneix, Susanne HougaarD Bennekou, Jacobvan Klaveren, Carsten Kneuer, Marike Kolossa-Gehring, Erik Lebret, Leo Posthuma, Lena Reiber, Cynthia Rider, Joëlle Rüegg, Giuseppe Testa, Bart van der Burg, Hilkovan der Voet, A. Michael Warhurst, Bob van de Water, Kunihiko Yamazaki, Mattias Öberg, Åke Bergman",2019-11,Chemical mixtures; Environmental chemicals; Combined exposure; Mixture risk assessment; Risk management,"The number of anthropogenic chemicals, manufactured, by-products, metabolites and abiotically formed transformation products, counts to hundreds of thousands, at present. Thus, humans and wildlife are exposed to complex mixtures, never one chemical at a time and rarely with only one dominating effect. Hence there is an urgent need to develop strategies on how exposure to multiple hazardous chemicals and the combination of their effects can be assessed. A workshop, “Advancing the Assessment of Chemical Mixtures and their Risks for Human Health and the Environment” was organized in May 2018 together with Joint Research Center in Ispra, EU-funded research projects and Commission Services and relevant EU agencies. This forum for researchers and policy-makers was created to discuss and identify gaps in risk assessment and governance of chemical mixtures as well as to discuss state of the art science and future research needs. Based on the presentations and discussions at this workshop we want to bring forward the following Key Messages:
•
We are at a turning point: multiple exposures and their combined effects require better management to protect public health and the environment from hazardous chemical mixtures.

•
Regulatory initiatives should be launched to investigate the opportunities for all relevant regulatory frameworks to include prospective mixture risk assessment and consider combined exposures to (real-life) chemical mixtures to humans and wildlife, across sectors.

•
Precautionary approaches and intermediate measures (e.g. Mixture Assessment Factor) can already be applied, although, definitive mixture risk assessments cannot be routinely conducted due to significant knowledge and data gaps.

•
A European strategy needs to be set, through stakeholder engagement, for the governance of combined exposure to multiple chemicals and mixtures. The strategy would include research aimed at scientific advancement in mechanistic understanding and modelling techniques, as well as research to address regulatory and policy needs. Without such a clear strategy, specific objectives and common priorities, research, and policies to address mixtures will likely remain scattered and insufficient.","Multiple exposures and their combined effects require better risk management.

Precautionary approaches and intermediate measures could already be applied.

A European strategy is needed to address the research and policy needs.",https://www.sciencedirect.com/science/article/pii/S0160412019331538?via%3Dihub,https://doi.org/10.1016/j.envint.2019.105267
Deciphering adverse outcome pathway network linked to Bisphenol F using text mining and systems toxicology approaches,"Marylène Rugard, Xavier Coumoul, Jean-Charles Carvaillo, Robert Barouki, Karine Audouze",2019-10,"artificial intelligence, AOP-helpFinder, integrative systems toxicology, adverse outcome pathway network, HBM4EU","Bisphenol F (BPF) is one of several Bisphenol A (BPA) substituents that is increasingly used in manufacturing industry leading to detectable human exposure. Whereas a large number of studies have been devoted to decipher BPA effects, much less is known about its substituents. To support decision making on BPF’s safety, we have developed a new computational approach to rapidly explore the available data on its toxicological effects, combining text mining and integrative systems biology, and aiming at connecting BPF to adverse outcome pathways (AOPs). We first extracted from different databases BPF-protein associations that were expanded to protein complexes using protein-protein interaction datasets. Over-representation analysis of the protein complexes allowed to identify the most relevant biological pathways putatively targeted by BPF. Then, automatic screening of scientific abstracts from literature using the text mining tool, AOP-helpFinder, combined with data integration from various sources (AOP-wiki, CompTox, etc.) and manual curation allowed us to link BPF to AOP events. Finally, we combined all the information gathered through those analyses and built a comprehensive complex framework linking BPF to an AOP network including, as adverse outcomes, various types of cancers such as breast and thyroid malignancies. These results which integrate different types of data can support regulatory assessment of the BPA substituent, BPF, and trigger new epidemiological and experimental studies.",,https://academic.oup.com/toxsci/article/173/1/32/5584266?guestAccessKey=1434cff0-84de-4e54-8673-a503ecd4cc5a&login=false,https://doi.org/10.1093/toxsci/kfz214
Setting up a collaborative European human biological monitoring study on occupational exposure to hexavalent chromium,"Tiina Santonen, Alessandro Alimonti, Beatrice Bocca, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Thomas Göen, Bruno Gomes. Ogier Hanser, Ivo Iavicoli, Beata Janasik, Kate Jones, Mirja Kiilunen, Holger M. Koch, Elizabeth Leese, Veruscka Leso, Henriqueta Louro, Sophie Ndaw, Simo P. Porras, Alain Robert, Flavia Ruggieri, Paul T.J. Scheepers, Maria J.Silva, Susana Viegas, Wojciech Wasowicz, Argelia Castano, Ovnair Sepai",2019-07,Hexavalent chromium; Biomonitoring; Occupational exposure; Exhaled breath condensate; Welding; Electroplating; Effect markers; Multicenter study,"The EU human biomonitoring initiative, HBM4EU, aims to co-ordinate and advance human biomonitoring (HBM) across Europe. Within its remit, the project is gathering new, policy relevant, EU-wide data on occupational exposure to relevant priority chemicals and developing new approaches for occupational biomonitoring. In this manuscript, the hexavalent chromium [Cr(VI)] study design is presented as the first example of this HBM4EU approach. This study involves eight European countries and plans to recruit 400 workers performing Cr(VI) surface treatment e.g. electroplating or stainless steel welding activities. The aim is to collect new data on current occupational exposure to Cr(VI) in Europe and to test new methods for Cr biomonitoring, specifically the analysis of Cr(VI) in exhaled breath condensate (EBC) and Cr in red blood cells (RBC) in addition to traditional urinary total Cr analyses. Furthermore, exposure data will be complemented with early biological effects data, including genetic and epigenetic effects. Personal air samples and wipe samples are collected in parallel to help informing the biomonitoring results. We present standard operational procedures (SOPs) to support the harmonized methodologies for the collection of occupational hygiene and HBM samples in different countries.","Pan-European human biomonitoring (HBM) study on occupational exposure to Cr(VI).

Harmonized protocols for collecting HBM, occupational hygiene and contextual data.

Broad set-up to create meaningful data for EU decision making on Cr(VI) exposure.

New biomarkers for exposure to Cr(VI) are piloted.

Correlating different exposure parameters to understand the fate of chromium.",https://www.sciencedirect.com/science/article/pii/S0013935119303809?via%3Dihub,https://doi.org/10.1016/j.envres.2019.108583
A review of phthalate pharmacokinetics in human and rat: what factors drive phthalate distribution and partitioning?,"Elena Domínguez-Romero, Martin Scheringer",2019-06,Phthalate; partition coefficient; distribution; pharmacokinetic;algorithm;experiment;binding;hydrophobicity;ionization;metabolism,"Phthalates are a class of compounds that have been extensively used as plasticizers in different applications. Several phthalates have been recognized as substances of very high concern (SVHCs) in the EU, because of their toxicity for reproduction. However, high amounts of other phthalates are still produced and imported in the European Economic Area. In China and the US, recent studies show increasing concentrations of several phthalates in the air and in human urine, respectively. The understanding of phthalate absorption, distribution, metabolism, and elimination (‘pharmacokinetics’) in the organism is still limited. Specifically, phthalate partitioning among tissues is insufficiently understood. Here, we estimate partition coefficient (PC) values for different phthalates by using five algorithms and compare them to experimental (in-vivo and in-vitro) PC values. In addition, we review all pharmacokinetic steps for phthalates in human and rat, based on data from 133 peer-reviewed publications. We analyze the factors that determine phthalate partitioning and pharmacokinetics. Four processes are particularly relevant to phthalate distribution: protein binding, ionization, passive partitioning, and metabolism in different tissues. The interplay of these processes needs to be better represented in methods for determining the PC values of phthalates. The hydrophobicity of phthalates affects all pharmacokinetic steps. The exposure route has an influence on specific steps of phthalate pharmacokinetics but generally does not affect the pattern of metabolites in urine. The age of the organism has an influence on phthalate metabolism. More studies on the protein-bound fraction of phthalates in plasma and pharmacokinetic studies following inhalation and dermal exposure are desirable.",,https://www.tandfonline.com/doi/full/10.1080/03602532.2019.1620762?scroll=top&needAccess=true,https://doi.org/10.1080/03602532.2019.1620762
Cadmium Exposure and Risk of Breast Cancer by Histological and Tumor Receptor Subtype in White Caucasian Women: A Hospital-Based Case-Control Study,"Loreta Strumylaite, Rima Kregzdyte, Algirdas Bogusevicius, Lina Poskiene, Dale Baranauskiene and Darius Pranys",2019-06,urinary cadmium; breast cancer; tumor receptors; case-control study,"As the majority of experimental studies suggest cadmium being metalloestrogen, we examined cadmium/breast cancer (BC) association by histological and tumor receptor subtype in 509 invasive BC patients and 1170 controls. Urinary cadmium was determined by atomic absorption spectrometry, and categorized using tertiles of its distribution in the controls: <0.18, 0.18–0.33, >0.33 kg × 10−9/kg × 10−3 creatinine. Relative to the lowest category of urinary cadmium adjusted odds ratio (OR) of ductal BC was 1.18 (95% confidence interval (CI): 0.89–1.58) in the intermediate and 1.53 (95% CI: 1.15–2.04) in the highest category. There was a significant association for hormone receptor-positive ductal BC: ORs per category increase were 1.34 (95% CI: 1.14–1.59) for estrogen receptor-positive (ER+), 1.33 (95% CI: 1.09–1.61) for progesterone receptor-positive (PR+) and 1.35 (95% CI: 1.11–1.65) for ER+/PR+ BC. We found a significant association between cadmium and human epidermal growth factor receptor 2-negative (HER2−) ductal BC. The strongest association with cadmium was for ER+/PR+/HER2− ductal BC. The associations between cadmium and lobular BC with hormone receptor-positive and HER2− were positive but insignificant. There was no evidence that the associations with cadmium differed for cancers with different tumor histology (p-heterogeneity > 0.05). This study provides evidence that urinary cadmium is associated with the risk of hormone receptor-positive and HER2− breast cancer independent of tumor histology.",,https://www.mdpi.com/1422-0067/20/12/3029,https://doi.org/10.3390/ijms20123029
A strategy to validate a selection of human effect biomarkers using adverseoutcome pathways: Proof of concept for phthalates and reproductive effects,"Kirsten A Baken, Nathalie Lambrechts, Sylvie Remy, Vicente Mustieles, Andrea Rodríguez-Carrillo, Christiana M Neophytou, Nicolas Olea, Greet Schoeters",2019-05,Human biomonitoring; Effect biomarkers; Adverse outcome pathway; Phthalates; Reproductive toxicity,"Human biomonitoring measures the concentrations of environmental chemicals or their metabolites in body fluids or tissues. Complementing exposure biomarkers with mechanistically based effect biomarkers may further elucidate causal pathways between chemical exposure and adverse health outcomes. We combined information on effect biomarkers previously implemented in human observational studies with mechanisms of action reported in experimental studies and with information from published Adverse Outcome Pathways (AOPs), focusing on adverse reproductive effects of phthalate exposure. Phthalates constitute a group of chemicals that are ubiquitous in consumer products and have been related to a wide range of adverse health effects. As a result of a comprehensive literature search, we present an overview of effect biomarkers for reproductive toxicity that are substantiated by mechanistic information. The activation of several receptors, such as PPARα, PPARγ, and GR, may initiate events leading to impaired male and female fertility as well as other adverse effects of phthalate exposure. Therefore, these receptors appear as promising targets for the development of novel effect biomarkers. The proposed strategy connects the fields of epidemiology and toxicology and may strengthen the weight of evidence in observational studies that link chemical exposures to health outcomes.","We present a strategy to support exposure-effect relations in biomonitoring studies.

Effect biomarkers for phthalates were comprehensively collected from literature.

Available toxicological and AOP information was linked to the effect biomarkers.

This approach led to the identification of promising novel human effect biomarkers.

PPAR and GR activation emerged as early markers of phthalates' reproductive effects.",https://www.sciencedirect.com/science/article/pii/S0013935119302658,https://doi.org/10.1016/j.envres.2019.05.013
Human biomonitoring in health risk assessment in Europe: Current practices and recommendations for the future,"Anjoeka Pronk, Bernice Schaddelee-Scholten, Maria Del Carmen Gonzalez, Mercedes de Alba, Argelia Castaño, Susana Viegas, Tatjana Humar-Juric, Lijana Kononenko, Alfonso Lampen, Anne Marie Vinggaard, Greet Schoeters, Marike Kolossa-Gehring, Tiina Santonen",2019-05,Risk assessment; Human biomonitoring; ChemicalsI; nternal exposure; HBM4EU,"Human biomonitoring (HBM) is an important tool to survey the internal exposure of humans which represents the real life chemical body burden to chemicals and/or their metabolites. It results from total exposure to chemical substances from different sources and via different routes. These substances may be regulated under different legislative frameworks on chemicals (e.g., environmental, occupational, food safety etc). In occupational health, HBM has long traditions to control the exposures at workplaces. By providing accurate data on internal exposure, HBM data can improve human health risk assessment (RA) for both the general population and workers. Although the past few years have shown good examples on the use of HBM in the RA of chemicals, there is still quite some work to be done to improve its use in a regulatory RA.

Under the scope of the European Human Biomonitoring Initiative (project HBM4EU, 2017–2021), the current study reviews the state-of-the-art of HBM use in chemicals RA with a special focus in Europe, and attempts to identify hurdles and challenges faced by regulators. To gather information on the use of HBM, including the availability of guidance on how to use it in RA, the RA schemes applied by different European or international organizations were analysed. Examples of such use were identified for a few selected groups of chemicals of concern for human health. In addition, we present the results of a survey, aimed at collecting information from national regulatory risk assessors on their day-to-day RA practices, the use of HBM data, and the obstacles and challenges related to their use. The results evidenced and explained some of the current obstacles of using HBM data in RA. These included the lack of HBM guidance values or biomonitoring equivalents (BEs), limited toxicokinetic information to support the interpretation of HBM data and, in the occupational health and safety (OSH) field, the lack of legal enforcement. Therefore, to support the integration of HBM in regulatory RA, we recommend, on one hand, the elaboration of a EU level guidance on the use of HBM in RA and, on the other hand, the continuation of research efforts to integrate HBM with new RA approaches using in vitro/in silico data and Adverse Outcome Pathways (AOPs).","Overview of risk assessment (RA) schemes and their use of HBM data.

Examples of using HBM data in chemicals RA.

Survey about the use of HBM in national RA: practices and future perspectives.

Recommendations for a better inclusion of HBM in RA.",https://www.sciencedirect.com/science/article/pii/S1438463919301543,https://doi.org/10.1016/j.ijheh.2019.05.009
Linking Bisphenol S to Adverse Outcome Pathways Using a Combined Text Mining and Systems Biology Approach,"Jean-Charles Carvaillo, Robert Barouki, Xavier Coumoul and Karine Audouze",2019-04,,"Background:
Available toxicity data can be optimally interpreted if they are integrated using computational approaches such as systems biology modeling. Such approaches are particularly warranted in cases where regulatory decisions have to be made rapidly.

Objectives:
The study aims at developing and applying a new integrative computational strategy to identify associations between bisphenol S (BPS), a substitute for bisphenol A (BPA), and components of adverse outcome pathways (AOPs).

Methods:
The proposed approach combines a text mining (TM) procedure and integrative systems biology to comprehensively analyze the scientific literature to enrich AOPs related to environmental stressors. First, to identify relevant associations between BPS and different AOP components, a list of abstracts was screened using the developed text-mining tool AOP-helpFinder, which calculates scores based on the graph theory to prioritize the findings. Then, to fill gaps between BPS, biological events, and adverse outcomes (AOs), a systems biology approach was used to integrate information from the AOP-Wiki and ToxCast databases, followed by manual curation of the relevant publications.

Results:
Links between BPS and 48 AOP key events (KEs) were identified and scored via 31 references. The main outcomes were related to reproductive health, endocrine disruption, impairments of metabolism, and obesity. We then explicitly analyzed co-mention of the terms BPS and obesity by data integration and manual curation of the full text of the publications. Several molecular and cellular pathways were identified, which allowed the proposal of a biological explanation for the association between BPS and obesity.

Conclusions:
By analyzing dispersed information from the literature and databases, our novel approach can identify links between stressors and AOP KEs. The findings associating BPS and obesity illustrate the use of computational tools in predictive toxicology and highlight the relevance of the approach to decision makers assessing substituents to toxic chemicals.",,https://ehp.niehs.nih.gov/doi/full/10.1289/EHP4200?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed,https://doi.org/10.1289/EHP4200
Linking past uses of legacy SVOCs with today's indoor levels and human exposure,"Hale Demirtepe, Lisa Melymuk, Miriam L. Diamond, Lola Bajard, Šimon Vojta, Roman Prokeš, Ondřej Sáňka, Jana Klánová, Ľubica Palkovičová Murínová, Denisa Richterová, Vladimíra Rašplová, Tomáš Trnovec",2019-04,Human intake; Indoor environment; Flame retardants; Legacy POPs; PAHs; Risk prioritization,"Semivolatile organic compounds (SVOCs) emitted from consumer products, building materials, and indoor and outdoor activities can be highly persistent in indoor environments. Human exposure to and environmental contamination with polychlorinated biphenyls (PCBs) was previously reported in a region near a former PCB production facility in Slovakia. However, we found that the indoor residential PCB levels did not correlate with the distance from the facility. Rather, indoor levels in this region and those reported in the literature were related to the historic PCB use on a national scale and the inferred presence of primary sources of PCBs in the homes. Other SVOCs had levels linked with either the activities in the home, e.g., polycyclic aromatic hydrocarbons (PAHs) with wood heating; or outdoor activities, e.g., organochlorine pesticides (OCPs) with agricultural land use and building age. We propose a classification framework to prioritize SVOCs for monitoring in indoor environments and to evaluate risks from indoor SVOC exposures. Application of this framework to 88 measured SVOCs identified several PCB congeners (CB-11, -28, -52), hexachlorobenzene (HCB), benzo(a)pyrene, and γ-HCH as priority compounds based on high exposure and toxicity assessed by means of toxicity reference values (TRVs). Application of the framework to many emerging compounds such as novel flame retardants was not possible because of either no or outdated TRVs. Concurrent identification of seven SVOC groups in indoor environments provided information on their comparative levels and distributions, their sources, and informed our assessment of associated risks.","Indoor residential PCB levels do not correlate with the distance from PCB factory.

Indoor PAH levels are linked with use of wood heating in home.

Indoor OCP levels are linked with building age and agricultural land use.

PCBs, HCB, BAP and γ-HCH are priority compounds based on high exposure and toxicity.",https://www.sciencedirect.com/science/article/pii/S0160412018327119,https://doi.org/10.1016/j.envint.2019.04.001
Prioritization of hazards of novel flame retardants using the mechanistic toxicology information from ToxCast and Adverse Outcome Pathways,"Lola Bajard, Lisa Melymuk and Ludek Blaha ",2019-02,Flame retardants; ToxCast; AOP; Prioritization; Hazard; Mechanisms of toxicity,"Background
Flame retardants (FRs) are used in most consumer products and textiles to comply with current flammability standards. After the restriction of polybrominated diphenyl ethers, a large number of chemically diverse replacement FRs are increasingly used, but the risk they represent is not yet properly evaluated and their toxicity pathways are still poorly understood.

Approach
We collected in vivo toxicological information on 62 (including 52 non-regulated) FRs and established five prioritization categories (Cat I to V) based on data availability and toxicological concern. We then considered available in vitro toxicological data from ToxCast, as a complement to in vivo information. By combining these information sources, we then explored relevant toxicity mechanisms for nine selected FRs (Cat I) using the AOP (Adverse Outcome Pathway) framework.

Results
For 20 FRs (Cat V), toxicological data on mammals were absent. Data available were scarce for another 22 FRs, of which 14 FRs (Cat II) may be of toxicological concern. We found substantial information for only ten replacement FRs, of which nine (Cat I) present some toxicological concern: tris-2-chloroethyl phosphate (TCEP), tris(1,3-dichloropropyl)phosphate (TDCIPP), triphenyl phosphate (TPhP), tricresyl phosphate (TMPP), tetrabromobisphenol A (TBBPA), tri-n-butyl phosphate (TNBP), tri(2-butoxyethyl) phosphate (TBOEP), tris(1-chloro-2-propyl) phosphate (TCIPP), 2-ethylhexyl diphenyl phosphate (EHDPP). ToxCast results confirmed in vivo based categorization for several FRs and identified potential molecular targets. For the nine Cat I FRs, we identified several molecular targets, health outcomes and some potential AOPs. However, the complete toxicity pathways leading from molecular targets to adverse health outcomes are still unknown, with the exception of TBBPA-induced neurotoxicity.

Conclusions
The approach presented in this study was particularly useful for the categorization of a large group of replacement FRs with relatively low data availability. We highlight priority compounds that critically need more toxicological studies or FRs for which regulatory measures could be envisaged. Our research also suggests that high toxicity indicated by ToxCast is particularly relevant for predicting higher hazard in vivo. Finally, we indicate several gaps and directions for future research, such as molecular targets that could be tested in vitro and health outcomes for cohort studies.",,https://enveurope.springeropen.com/articles/10.1186/s12302-019-0195-z,https://doi.org/10.1186/s12302-019-0195-z
Physiology-based toxicokinetic modeling in the frame of the European Human Biomonitoring Initiative,"Sarigiannis, D.A., Karakitsios, S., Dominguez-Romero, E., Papadaki, K., Brochot, C., Kumar, V., Schumacher, M., Sy, M., Mielke, H., Greiner, M., Mengelers, M., Scheringer, M.",2019-01,,"Given the opportunities provided by internal dosimetry modelling in the interpretation of human biomonitoring (HBM) data, the assessment of the links between exposure to chemicals and observed HBM data can be effectively supported by PBTK modelling. This paper gives a comprehensive review of available human PBTK models for compounds selected as a priority by the European Human Biomonitoring Initiative (HBM4EU). We highlight their advantages and deficiencies and suggest steps for advanced internal dose modelling. The review of the available PBTK models highlighted the conceptual differences between older models compared to the ones developed recently, reflecting commensurate differences in research questions. Due to the lack of coordinated strategies for deriving useful biomonitoring data for toxicokinetic properties, significant problems in model parameterisation still remain; these are further increased by the lack of human toxicokinetic data due to ethics issues.

Finally, questions arise as well as to the extent they are really representative of interindividual variability. QSARs for toxicokinetic properties is a complementary approach for PBTK model parameterisation, especially for data poor chemicals. This approach could be expanded to model chemico-biological interactions such as intestinal absorption and renal clearance; this could serve the development of more complex generic PBTK models that could be applied to newly derived chemicals.

Another gap identified is the framework for mixture interaction terms among compounds that could eventually interact in metabolism. From the review it was concluded that efforts should be shifted toward the development of generic multi-compartmental and multi-route models, supported by targeted biomonitoring coupled with parameterisation by both QSAR approach and experimental (in-vivo and in-vitro) data for newly developed and data poor compounds.

",,https://www.sciencedirect.com/science/article/abs/pii/S0013935119300519?via%3Dihub,https://doi.org/10.1016/j.envres.2019.01.045
Annotating Non-targeted LC-HRMS/MS Data with Two Complementary Tandem Mass Spectral Libraries,"Herbert Oberacher, Vera Reinstadler, Marco Kreidl, Michael A. Stravs, Juliane Hollender and Emma L. Schymanski ",2018-12,nontarget analysis; liquid chromatography mass spectrometry; compound identification; tandem mass spectral library; forensics; wastewater,"Tandem mass spectral databases are indispensable for fast and reliable compound identification in nontargeted analysis with liquid chromatography–high resolution tandem mass spectrometry (LC-HRMS/MS), which is applied to a wide range of scientific fields. While many articles now review and compare spectral libraries, in this manuscript we investigate two high-quality and specialized collections from our respective institutes, recorded on different instruments (quadrupole time-of-flight or QqTOF vs. Orbitrap). The optimal range of collision energies for spectral comparison was evaluated using 233 overlapping compounds between the two libraries, revealing that spectra in the range of CE 20–50 eV on the QqTOF and 30–60 nominal collision energy units on the Orbitrap provided optimal matching results for these libraries. Applications to complex samples from the respective institutes revealed that the libraries, combined with a simple data mining approach to retrieve all spectra with precursor and fragment information, could confirm many validated target identifications and yield several new Level 2a (spectral match) identifications. While the results presented are not surprising in many ways, this article adds new results to the debate on the comparability of Orbitrap and QqTOF data and the application of spectral libraries to yield rapid and high-confidence tentative identifications in complex human and environmental samples",,https://www.mdpi.com/2218-1989/9/1/3,https://doi.org/10.3390/metabo9010003
Development of Policy Relevant Human Biomonitoring Indicators for Chemical Exposure in the European Population,"Jurgen Buekers, Madlen David, Gudrun Koppen, Jos Bessems, Martin Scheringer, Erik Lebret, Denis Sarigiannis, Marike Kolossa-Gehring, Marika Berglund, Greet Schoeters and Xenia Trier",2018-09,indicator; human biomonitoring; HBM; science-policy translation; HBM4EU; health-based guidance value; groups of substances,"The European Union’s 7th Environmental Action Programme (EAP) aims to assess and minimize environmental health risks from the use of hazardous chemicals by 2020. From this angle, policy questions like whether an implemented policy to reduce chemical exposure has had an effect over time, whether the health of people in specific regions or subpopulations is at risk, or whether the body burden of chemical substances (the internal exposure) varies with, for example, time, country, sex, age, or socio-economic status, need to be answered. Indicators can help to synthesize complex scientific information into a few key descriptors with the purpose of providing an answer to a non-expert audience. Human biomonitoring (HBM) indicators at the European Union (EU) level are unfortunately lacking. Within the Horizon2020 European Human Biomonitoring project HBM4EU, an approach to develop European HBM indicators was worked out. To learn from and ensure interoperability with other European indicators, 15 experts from the HBM4EU project (German Umweltbundesamt (UBA), Flemish research institute VITO, University of Antwerp, European Environment Agency (EEA)), and the World Health Organization (WHO), European Core Health Indicator initiative (ECHI), Eurostat, Swiss ETH Zurich and the Czech environmental institute CENIA, and contributed to a workshop, held in June 2017 at the EEA in Copenhagen. First, selection criteria were defined to evaluate when and if results of internal chemical exposure measured by HBM, need to be translated into a European HBM-based indicator. Two main aspects are the HBM indicator’s relevance for policy, society, health, and the quality of the biomarker data (availability, comparability, ease of interpretation). Secondly, an approach for the calculation of the indicators was designed. Two types of indicators were proposed: ‘sum indicators of internal exposure’ derived directly from HBM biomarker concentrations and ‘indicators for health risk’, comparing HBM concentrations to HBM health-based guidance values (HBM HBGVs). In the latter case, both the percentage of the studied population exceeding the HBM HBGVs (PE) and the extent of exceedance (EE), calculated as the population’s exposure level divided by the HBM HBGV, can be calculated. These indicators were applied to two examples of hazardous chemicals: bisphenol A (BPA) and per- and polyfluoroalkyl substances (PFASs), which both have high policy and societal relevance and for which high quality published data were available (DEMOCOPHES, Swedish monitoring campaign). European HBM indicators help to summarize internal exposure to chemical substances among the European population and communicate to what degree environmental policies are successful in keeping internal exposures sufficiently low. The main aim of HBM indicators is to allow follow-up of chemical safety in Europe.",,https://www.mdpi.com/1660-4601/15/10/2085,https://doi.org/10.3390/ijerph15102085
Current EU research activities on combined exposure to multiple chemicals,"Stephanie K. Bopp, Robert Barouki,  Werner Brack, Silvia Dalla Costa, Jean-Lou C.M.Dorne, Paula E. Drakvik, Michael Faust, Tuomo K. Karjalainen, Stylianos Kephalopoulos, Jacobvan Klaveren, Marike Kolossa-Gehring, Erik Lebret, Teresa Lettieri, Sofie Nørager, Joëlle Rüegg, Jose V. Tarazona, Xenia Trier, Bobvan de Water, Josvan Gils, Åke Bergman",2018-08,,"Humans and wildlife are exposed to an intractably large number of different combinations of chemicals via food, water, air, consumer products, and other media and sources. This raises concerns about their impact on public and environmental health. The risk assessment of chemicals for regulatory purposes mainly relies on the assessment of individual chemicals. If exposure to multiple chemicals is considered in a legislative framework, it is usually limited to chemicals falling within this framework and co-exposure to chemicals that are covered by a different regulatory framework is often neglected. Methodologies and guidance for assessing risks from combined exposure to multiple chemicals have been developed for different regulatory sectors, however, a harmonised, consistent approach for performing mixture risk assessments and management across different regulatory sectors is lacking. At the time of this publication, several EU research projects are running, funded by the current European Research and Innovation Programme Horizon 2020 or the Seventh Framework Programme. They aim at addressing knowledge gaps and developing methodologies to better assess chemical mixtures, by generating and making available internal and external exposure data, developing models for exposure assessment, developing tools for in silico and in vitro effect assessment to be applied in a tiered framework and for grouping of chemicals, as well as developing joint epidemiological-toxicological approaches for mixture risk assessment and for prioritising mixtures of concern. The projects EDC-MixRisk, EuroMix, EUToxRisk, HBM4EU and SOLUTIONS have started an exchange between the consortia, European Commission Services and EU Agencies, in order to identify where new methodologies have become available and where remaining gaps need to be further addressed. This paper maps how the different projects contribute to the data needs and assessment methodologies and identifies remaining challenges to be further addressed for the assessment of chemical mixtures.","Mapping EU funded research projects to different aspects of mixture risk assessment.

Overview of current status and methodological developments

Need to further address data and knowledge gaps overarching different chemical sectors",https://www.sciencedirect.com/science/article/pii/S0160412018308420,https://doi.org/10.1016/j.envint.2018.07.037
