1,22-Feb-17,EEA et al,Human biomonitoring as a tool to support chemicals regulation in the European Union,24-Jan-17,2,"International Journal of Hygiene and Environmental Health.Volume 220, Issue 2, Part A, March 2017, Pages 94-97",,https://www.sciencedirect.com/science/article/pii/S1438463916303613?via%3Dihub,International Journal of Hygiene and Environmental Health,"Catherine Ganzleben, Jean-Philippe Antignac, Robert Barouki, Argelia Castaño, Ulrike Fiddicke, Jana Klánová, Erik Lebret, Nicolas Olea, Dimosthenis Sarigiannis, Greet R. Schoeters, Ovnair Sepai, Hanna Tolonen, Marike Kolossa-Gehringe",catherine.ganzleben@eea.europa.eu,access via institutional login/e-mail OR purchase PDF,,,,,,,,,
,18,ANSES & UBA,"""Human Biomonitoring Initiative (HBM4EU): Human Biomonitoring Guidance Values derived for BPA"" ",FEB. 2020,WP5/WPL5:,Environment International,Corresponding author:             eva.ougier@anses.fr,"published? yes, this is published, see link https://www.sciencedirect.com/science/article/pii/S0160412021001884 Is it the same as nr.51 above?",,,,,,,,,,,,,
,19, ,"""Common Adverse Outcome Pathway for toxic metals inducing nephrotoxicity”. ",MAR.20,WP15,,WPL: mirjam.luijten@rivm.nl,,,,,"Besides Andreas (Task leader), also Ludek and Denis (AOPs) as well as the CGLs for the metals included in the case study have been informed about this publication",,,,,,,,,
,20,"NPHC, Medical University of Vienna, University of Granada, National Research Centre for the Working Environment","""Biomarkers of effect in human biomonitoring studies on lead (Pb), a review"",",FEB. 2020,WP 15/WP14,"Environmental Health, Environmental Research, or Biomarkers (not yet published)","Claudia Gundacker, Anne Thoustrup Saber, Elizabeth Bengtsen, Ulla Vogel, Tamás Szigeti, Réka kakucs, Vicente Mustieles, Marieta fernández, ",,,,,,,,,,,,,,
,21,"Section of Toxicology and Risk Assessment, Department of Environmental Health, Norwegian Institute of Public Health","“Oxidative stress biomarkers in human studies on bisphenols""",FEB. 2020,WP 14,International Journal of Environmental Research and Public Health (not yet published),"Inger-Lise Steffensen, Hubert Dirven, Tim Hofer               inger-lise.steffensen@fhi.no, hubert.dirven@fhi.no, tim.hofer@fhi.no",,,,,,,,,,,,,,
,22,"THL, UBA",The European Human Biomonitoring platform - design and implementation of a laboratory QA/QC programme for selected priority chemicals,Mar-21,WP9,The Archives of osteoporosis or European Journal of Public Health or Scandinavian Journal of Public Health. (Not yet published),"Hanna Elonheimo (Finnish Institute for Health and Welfare, THL), Rosa Lange (German Environment Agency, UBA), Hanna Tolonen (Finnish Institute for Health and Welfare, THL)",Now published (see above). Can be deleted from here?,,,,"Accepted, but most likely not published yet. See e-mail from Roser/Marta 18 MARCH",,,,,,,,,
,23,"Aristotle University of Thessaloniki, Greece, HERACLES Research Center on the Exposome and Health, Greece, UBA, VITO, IUSS, Science, Technology and Society Department, Environmental Health Engineering, ANSES","""Development of a Physiology Based BioKinetic model for Copper""",FEB. 2020,WP 12,,"Dimosthenis A. Sarigiannis, Eva Ougier, Matthieu Meslin, Eva Govarts, Lena Reiber, Ioannis Petridis, Alberto Gotti, Spyros Karakitsios",,,,,,,,,,,,,,
,25,,"""Oxidative stress biomarkers in human studies on bisphenols”.",MAR.20,WP14,Int J of Env Res and Pub Health,WPL: marieta@ugr.es,,,,,,,,,,,,,,
,27,,Bioassay activities to direct the analysis for human health effects and exposure assessment ,APR.20,WP16/WP14,,,,,"Anne Marie Vinggaarda,#, Eva Cecilie Bonefeld-Jørgensenb, Tina Kold Jensenc, Mariana F. Fernandezd,e, Anna Kjerstine Rosenmaia, Camilla Taxviga, Andrea Rodriquezd, Maria Wielsøeb, Manhai Longb, Nicolas Olead,e, Jean-Philippe Antignacf, and Marja Lamoreeg ",Jean-Philipp,,,,,,,,,,
,28,,Assessment of chemical mixtures using biomarkers of combined biological activity: Screening study with human placentas,For decision on the agenda during MB meeting May 2020,WP14,,,,,"Andrea Rodríguez-Carrillo, Anna Kjerstine Rosenmai, Vicente Mustieles, Stephan Couderq, Jean-Baptiste Fini, Fernando Vela-Soria, Jose Manuel Molina-Molina, Patricia Ferrando-Marco, Eva Cecilie Bonefeld-Jorgensen, Nicolás Olea, Anne Marie Vinggaard, Mariana F. Fernández",,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,,,
,30,,Determination of perfluoroalkyl substances in placenta using a simple extraction procedure suitable for exposure assessment,For decision on the agenda during MB meeting May 2020,WP14/16,,,,,,,,,,,,,,,,
,31,,Application of differential network techniques to human biomonitoring data from three Belgium general population birth cohorts,For decision on the agenda during MB meeting May 2020,W15,,,,,,,,,,,,,,,,
,32,,,,,,,,,,,,,,,,,,,,
,34,,"Citizens’ perspectives toward human exposure to chemicals and human biomonitoring: perceptions of threats, scientific-knowledge translation and trust in human biomonitoring initiatives",For written decision to the MB in May 2020,WP4,,,"This has already been published, it can be removed from here",,"Maria Uhl, Ricardo Santos, Ana Virgolino, Osvaldo Santos, Joana Costa, David Evans, Cora Murray, Dorothy Ubong, Ovnair Sepai, Joana Lobo Vicente, Michaela Leitner, Silvia Benda-Kahri, Daniela Zanini-Freitag",,"publication of the results of the focus groups in Austria, Ireland, Portugal and the UK (following WP 4). Submitted in December 2020. Awaiting for review process.",,,,,,,,,
,35,,A European proposal for Quality Assurance and Quality Control of non-targeted LC-MS analytical workflows focused on emerging contaminants identification in human matrices. An essential tool for the Exposome,18/07/2020,WP16/WPL16,,,,,"Noelia Caballero-Casero, Lidia Belova, Philippe Vervliet, Hans Mol, Olga Pardo, Argelia Castaño, Herbert Oberacher, Martin Krauss, Jana Klanova, Laurent Debrauwer, Jean-Philippe Antignac, Alexander L.N. van Nuijs, Adrian Covaci",,,,,,,,,,,
,36,,the development of a Phases Concept to support the development and conduct of HBM studies,17/07/2020,WP7/WPL7,,,,,"Ulrike Fiddicke, L. Kim Pack, Hanna Tolonen, Marta Estaban Lopéz, Greet Schoeters, Argelia Castaño Calvo, Marike Kolossa-Gehring",,,,,,,,,,,
,37,,the workflow strategy of aggregation and curation of a database of emerging chemicals for the purpose of suspect screening in human biological samples,15/07/2020,WP16/WPL16,,,,,"Jeroen Meijer, Marja Lamoree, Timo Hamers, Jean-Philippe Antignac, Laurent Debrauwer, Adrian Covaci, Carolin Huber, Martin Krauss, Douglas I. Walker, Emma Schymanski, Roel Vermeulen, Jelle Vlaanderen",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,39,,Added value of combining health examination surveys and human biomonitoring studies,For written decision until 7 November 2020 / approved for publication,WP11,,,,,"Stine A Holmboe (RegionH), Anna-Maria Andersson (RegionH), Sonia Namorado (INSA), Loïc Rambaud (Sante Public France/ANSP), Madlen David (UBA), Tamar Berman (MOHIL), Hanna Tolonen (THL)",,,,,,,,,,,
,40,,,,,,,,,,,,,,,,,,,,
,41,,,,,,,,,,,,,,,,,,,,
,42,, PFAS exposure and immune cell counts in adults,Approved 22 Oct. 2020,WP13,,,,,,,,,,,,,,,,
,,,Urinary levels of BPA among European women and major determinants,19 NOV. 2020,WP10,,,,,"Romuald Tagne-Fotso, Margaux Riou, Abdessattar Saoudi, Abdelkrim Zeghnoun, Anna-Maria Andersson, Tamar Berman, Hanne Frederiksen, Agneta Akesson, Marika Berglund, Pierre Biot, Argelia Castaño, Adrian Covaci, Elly Den Hond, Marta Esteban-Lopez, Eva Govarts, Arno C. Gutleb, Christina Hartmann, Lisbeth E. Knudsen, Tina Kold-Jensen, Marike Kolossa-Gehring, Gudrun Koppen, Tina Kosjek, Nathalie Lambrechts, Rosemary McEachan, Parisa Montazeri, Laura Rodriguez-Martin, Amrit Shaki, Janja Snoj-Tratnik, Maria Uhl, Jose Urquiza, Marina Vafeiadi, An Van Nieuwenhuyse, Martine Vrijheid, Till Weber, Marie-Christine de Wolf, Loïc Rambaud",,,,,,,,,,,
,,,Cadmium exposure among European residents and its geographical variability,19 NOV. 2020,WP10,,,,,"Janja Snoj Tratnik, David Kocman, Milena Horvat, Anna Pino, Alessandro Alimonti, Beatrice Bocca, Daniela Mattei, Agnes Šömen Joksi?, Katja Rostohar, Carla Ancona, Lisa Bauleo, Beata Janasik, Wojciech Wasowicz, Loreta Strumylaite, Rima Kregzdyte, Rebeca Ramis, Elly Den Hond, Till Weber, Nina Vogel, Marina Lacasana, Beatriz Gonzalez, Alzaga Catherine Pirard, Corinne Charlier, Parisa Montazeri, Susana Gros, Milada Eštóková, Michal Jajcaj, ?ubica Murínová, Vlasta Mašánová, Eva Govarts, Jurgen Buekers, Greet Schoeters, Bert Morrens, Yue Gao, Lisbeth Patteet, Milena ?erná, Andrea Krsková, Peter Rudnai, Szilvia Középesy, Marika Berglund, Emilie Helte, Fabio Barbone,Valentina Rosolen, Marika Mariuz, Zdravko Špiri?, Igor Prpi?, Sheena Nakou, Katia Sofianou",,,,,,,,,,,
,,,Temporal and geographical trends of legacy flame retardants in maternal milk: a meta-analysis of global records from 1972-2018,19 NOV. 2020,WP10,,,,,"Lisa Melymuk, Jiri Kalina, Karel Conka, Beata Drobna, Cathrine Thomsen, Karin Leander",,,,,,,,,,,
,,,Geographic variations and exposure determinants in PAHs in the European population,19 NOV. 2020,WP10,,,,,"D.A. Sarigiannis, S. Karakitsios, I. Petridis, co-authors from participating studies",,,,,,,,,,,
,,,PFASs levels and exposure determinants in vulnerable population groups,19 NOV. 2020,WP10,,,,,"Fábelová L., Richterová D., Rausová K., Palkovi?ová Murínová ?., Zaros C., Dereumeaux C., Villanger G.D., Ferguson K., Småstuen Haug L., Govarts E., Colles A., Schoeters G., Schettgen T., Den Hond E., Morrens B., Delsager L., Kold-Jensen T., Santa-Marina L., Irizar A., Vrijheid M., Casa M., Lopez Espinosa M.J., Beneito A.",,,,,,,,,,,
,,,Time trends in Cat A & B phthalates in Danish and German Young Adults between 2000 and 2017,19 NOV. 2020,WP10,,,,,"Nina Vogel, Hanne Frederiksen, Rosa Lange, Niels Jørgensen, Till Weber, Anna-Maria Andersson, Marike Kolossa-Gehring",,,,,,,,,,,
,,,"Phthalate Exposure of Children, Adolescents and Adults Since 2005 in Europe: A Harmonised Approach Based on Existing Data in the HBM4EU Initiative",19 NOV. 2020,WP10,,,,,"Nina Vogel, Rosa Lange, co-authors from participating studies",,,,,,,,,,,
,,,Exposure determinants of Cat A and Cat B phthalates in Europe population,19 NOV. 2020,WP10,,,,,"Zanna Martinsone, Nina Vogel, Rosa Lange, co-authors from participating studies",,,,,,,,,,,
,,,Time trends and current exposure to acrylamide exposure in European countries,19 NOV. 2020,WP10,,,,,"Michael Poteser, Hanns Moshammer, Thomas Schettgen, Federica Laguzzi, co-authors from participating studies, …",,,,,,,,,,,
,,,Analysing exposure determinants and associations with effect biomarkers/health effects for arsenic,19 NOV. 2020,WP10,,,,,"Sylvie Remy, Jurgen Buekers, co-authors from participating studies, …",,,,,,,,,,,
,,,Spatial and temporal trends in Hg exposure across EU,19 NOV. 2020,WP10,,,,,"Janja Snoj Tratnik, Ajda Trdin, Milena Horvat, Andromachi Katsonouri, Eleni Anastasi, Susana Pedraza Diaz, Eva Patricia Soto Antonio, Nina Vogel, Martine Vrijheid , Parisa Montazeri, …, co-authors from participating studies",,,,,,,,,,,
,,,Estimating internal Hg levels by using non-invasive matrices and factors affecting the predictive potential,19 NOV. 2020,WP10,,,,,"Susana Pedraza-Diaz, Eva Patricia Soto Antonio, Marta Esteban López, Juan P. Arrebola, Ana I. Cañas, Nina Vogel, Janja Snoj Tratnik, Ajda Trdin, Milena Horvat, Eva Govarts, Andromachi Katsonouri, …co-authors from participating studies…, Argelia Castaño",,,,,,,,,,,
,,,Human Biomonitoring of mycotoxins in Europe: exposure determinants and geographical variability,19 NOV. 2020,WP10,,,,,"Elsa Vasco, Ricardo Assunção, Sónia Namorado, Paula Alvito, co-authors from participating studies",,,,,,,,,,,
,,,"Exposure levels of glyphosate, pyrethroids, and organophosphates including chlorpyrifos in EU – an overview of existing Human Biomonitoring studies published since 2000",19 NOV. 2020,WP10,,,,,"Helle Raun Andersen, Loïc Rambaud, Margaux Riou, Jurgen Buekers, Sylvie Remy, Tamar Berman, Eva Govarts",,,,,,,,,,,
,,,Description of exposure levels and identification of determinants for pyrethroids within European cohorts,19 NOV. 2020,WP10,,,,,"Margaux Riou, Abdelkrim Zeghnoun, Abdessattar Saoudi, Sylvie Remy, Jurgen Buekers, Eva Govarts, Helle Raun Andersen, Parisa Montazeri, Joanna Jurewicz, Joan O. Grimalt, Konstantinos Makris, Ingrid Ruthy, Bartosz Wielgomas, Jan-Paul Zock, Nina Vogel, Loïc Rambaud",,,,,,,,,,,
,,,Description of exposure levels and identification of determinants for glyphosate within Flemish and German studies,19 NOV. 2020,WP10,,,,,"Jurgen Buekers, Eva Govarts, Margaux Riou, Loïc Rambaud, Helle Raun Andersen, , Parisa Montazeri, …, co-authors from participating studies, …, Sylvie Remy",,,,,,,,,,,
,,,Added value of combining health examination surveys and human biomonitoring studies,07 NOV. 2020,WPL11,,,,,"Stine A Holmboe (RegionH), Anna-Maria Andersson (RegionH), Sonia Namorado (INSA), Loïc Rambaud (Sante Public France/ANSP), Madlen David (UBA), Tamar Berman (MOHIL), Hanna Tolonen (THL)",,,,,,,,,,,
,,,"Burden of osteoporosis and costs associated with human biomonitored cadmium exposure in three European countries: France, Spain and Belgium",30 OCT. 2020,WP5,,,,,"Eva Ougier, Karine Fiore, Christophe Rousselle, Ricardo Assunção, Carla Martins, Jurgen Buekers",,,,,,,,,,,
,,,Questionnaire designing process in the frame of the European Initiative of Human Biomonitoring-HB4MEU.,10 NOV. 2020,WP7,,,,,"Beatriz González-Alzaga, Antonio F. Hernández, L. Kim Pack, Ulrike Fiddicke, Marina Lacasaña",,,,,,,,,,,
,,,"""European interlaboratory comparison investigations (ICI) and external quality assurance schemes (EQUAS) for bisphenols analysis human urine: results from the HBM4EU project""",14-Nov-20,WP9,,,,,,,,,,,,,,,,
,,,"""European interlaboratory comparison investigations (ICI) and external quality assurance schemes (EQUAS) for phthalate and DINCH biomarkers in human urine: results from the HBM4EU project""",14-Nov-20,WP9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,"""Interlaboratory Comparison Investigations (ICI) & External Quality Assurance Schemes (EQUAS) for Brominated and Organophosphorus Flame Retardants Analysis in Biological Matrices: Results from the HBM4EU Project"".",14-Nov-20,WP9,,,,,,,,,,,,,,,,
,roser,,Reflection and lessons learnt from designing and undertaking a collaborative European biomonitoring study on occupational exposure to hexavalent chromium,18-Dec-20,WPL8/task 8.5,,,I need to move this up,HBM4EU chromates study - Reflection and lessons learnt from designing and undertaking a collaborative European biomonitoring study on occupational exposure to hexavalent chromium - ScienceDirect,"Galea KS, Porras SP, Viegas S, Alimonti A, Bocca B, Duca RC, Godderis L, Göen T, Iavicoli I, Janasik B, Jones K, Knudsen LE, Leese E, Leso V, Louro H, Ndaw S, Ruggieri F, Sepai O, Scheepers PTJ, Silva MJ, Wasowicz W, Santonen T. - Dr. K.S. Galea",,,,,,,Karen Galea <karen.Galea@iom-world.org>,,,,
,,,"to review the challenges of identifying the existing data and data gaps regarding Human Biomonitoring (HBM) studies, provided by WPL7",05/01/2021,WP7,,,,,,,,,,,,,,,,
,,,,05/01/2021,WP5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,roser,,,,WP16,,,,,"Caballero-Casero N, Belova L, Vervliet P, Oberacher H, Huber C, Krauss M, Klanova J, Debrauwer L, Antignac JP, van Nuijs ALN, Covaci A",,,,,,,,,,,
,roser,,LC-HRMS based non-targeted screening approach applied to placenta samples for characterizing the human external chemical exposure during the perinatal period,,wp16,,,submitted,,,,,,,,,,,,,
,roser,,In-Silico Deconjugation of Glucuronide Conjugates Enhances Tandem Mass Spectra Library Annotation of Human Samples. Analytical and Bioanalytical Chemistry,,wp16,,,submitted,,,,,,,,,,,,,
